New Zealand,1 Year(s),,Diploma level 5,accounting,New Zealand Diploma in Business (Leadership and Management) (Level 5),Toi Ohomai Institute of Technology,"NZD 19,950",/global/Categories/Toi-Ohomai-Institute-of-Technology/New-Zealand-Diploma-in-Business-Leadership-and-Management-Level-5/p/PRG-NZ-00369902,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Accounting and Finance,Flinders University,"AUD 75,000",/global/Categories/Flinders-University/Master-of-Accounting-and-Finance/p/PRG-AU-00210061,"march,july"
New Zealand,1 Year(s),,Diploma level 5,accounting,New Zealand Diploma in Business (Accounting strand),Ara Institute of Canterbury Limited,"NZD 20,520",/global/Categories/Ara-Institute-of-Canterbury-Limited/New-Zealand-Diploma-in-Business-Accounting-strand/p/PRG-NZ-00099651,"feb,july"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance,University of Hertfordshire,"GBP 40,350",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance/p/PRG-UK-00076567,september
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance,University of Manchester,"GBP 72,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance/p/PRG-UK-00069111,september
Australia,2 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Business (Accelerated) - Accounting,Western Sydney University - Sydney City Campus,"AUD 57,844",/global/Categories/Western-Sydney-University---Sydney-City-Campus/Bachelor-of-Business-Accelerated-Accounting/p/PRG-AU-00365082,"march,july,november"
United Kingdom,3 Year(s),7.0 IELTS,Bachelor Degree,accounting,BSc Accounting and Finance,University of Warwick,"GBP 81,180",/global/Categories/University-of-Warwick/BSc-Accounting-and-Finance/p/PRG-UK-00073723,october
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (Sydney),Melbourne Institute of Technology (MIT),"AUD 36,070",/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Master-of-Professional-Accounting-Sydney/p/PRG-AU-00100726,"march,july,november"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (Melbourne),Melbourne Institute of Technology (MIT),"AUD 36,070",/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Master-of-Professional-Accounting-Melbourne/p/PRG-AU-00269480,"march,july,november"
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Business - Accounting,Western Sydney University - Sydney City Campus,"AUD 86,766",/global/Categories/Western-Sydney-University---Sydney-City-Campus/Bachelor-of-Business-Accounting/p/PRG-AU-00365075,"march,july,november"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,"MSc Accounting, Governance and Financial Management",University of Sheffield,"GBP 27,150",/global/Categories/University-of-Sheffield/MSc-Accounting-Governance-and-Financial-Management/p/PRG-UK-00230018,september
New Zealand,1 Year(s),,(Graduate) Diploma level 7,accounting,Graduate Diploma in Accounting (Level 7),Nelson Marlborough Institute of Technology,"NZD 18,900",/global/Categories/All-Accounting/Accounting/Graduate-Diploma-in-Accounting-Level-7/p/PRG-NZ-00262447,"feb,july,november"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Business Law,The University of Southern Queensland,"AUD 80,640",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-and-Commerce-Accounting-and-Business-Law/p/PRG-AU-00289440,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Business Administration,The University of Southern Queensland,"AUD 80,640",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-Accounting-and-Business-Administration/p/PRG-AU-00289438,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Marketing,The University of Southern Queensland,"AUD 80,640",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-and-Commerce-Accounting-and-Marketing/p/PRG-AU-00289467,"feb,july"
Australia,2 Year(s),6.0 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,International Institute of Business & Information Technology (IIBIT),"AUD 59,000",/global/Categories/International-Institute-of-Business-%26-Information-Technology-%28IIBIT%29/Master-of-Professional-Accounting/p/PRG-AU-00179550,"march,july,november"
Australia,3 Trimester(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting - 070528K,Holmes Institute,"AUD 28,800",/global/Categories/Holmes-Institute/Master-of-Professional-Accounting-070528K/p/PRG-AU-00375564,"march,july,november"
United States,7 Month(s),7.0 IELTS,Masters Degree,accounting,Master of Science in Accounting and Taxation,University of Hartford,"USD 23,820",/global/Categories/University-of-Hartford/Master-of-Science-in-Accounting-and-Taxation/p/PRG-US-00009673,"january,may,august"
Australia,72 Week(s),,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping,Kent Institute Australia,"AUD 7,500",/global/Categories/Kent-Institute-Australia/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00302756,december
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,Association of Chartered Certified Accountants Course (ACCA),Birmingham City University,"GBP 13,300",/global/Categories/Birmingham-City-University/Association-of-Chartered-Certified-Accountants-Course-ACCA/p/PRG-UK-00105744,"january,august"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Arts in Business Accounting with Finance (Honors),Leeds Beckett University,"GBP 36,000",/global/Categories/Leeds-Beckett-University/Bachelor-of-Arts-in-Business-Accounting-with-Finance-Honors/p/PRG-UK-00275161,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,University of East Anglia,"GBP 51,300",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00080319,september
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Information Technology ...,The University of Southern Queensland,"AUD 80,640",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-Accounting-and-Information-Technology-Management/p/PRG-AU-00289459,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and International Business,The University of Southern Queensland,"AUD 80,640",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-Accounting-and-International-Business/p/PRG-AU-00289464,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Human Resource Manageme...,The University of Southern Queensland,"AUD 80,640",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-and-Commerce-Accounting-and-Human-Resource-Management/p/PRG-AU-00289458,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Management and Leadersh...,The University of Southern Queensland,"AUD 80,640",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-and-Commerce-Accounting-and-Management-and-Leadership/p/PRG-AU-00298692,"feb,july"
United States,7 Month(s),7.0 IELTS,Masters Degree,accounting,Master of Science in Accounting and Taxation - Taxation,University of Hartford,"USD 23,820",/global/Categories/All-Accounting/Taxation/Master-of-Science-in-Accounting-and-Taxation-Taxation/p/PRG-US-00354679,"january,may,august"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting,The University of Southern Queensland,"AUD 76,800",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-Accounting/p/PRG-AU-00222906,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and General Commerce,The University of Southern Queensland,"AUD 80,640",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-and-Commerce-Accounting-and-General-Commerce/p/PRG-AU-00298691,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accounting and Finance,The University of Southern Queensland,"AUD 80,640",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-Accounting-and-Finance/p/PRG-AU-00289457,"feb,july"
Australia,3 Year(s),6.0 IELTS,Dual Degree,accounting,Bachelor of Accounting/Diploma of Laws,Charles Darwin University,"AUD 80,616",/global/Categories/Charles-Darwin-University/Bachelor-of-AccountingDiploma-of-Laws/p/PRG-AU-00348930,"march,july"
Australia,1 Semester(s),,Diploma,accounting,Diploma of Accounting,Melbourne Polytechnic,"AUD 7,000",/global/Categories/Melbourne-Polytechnic/Diploma-of-Accounting/p/PRG-AU-00300980,"feb,april,july,october"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Finance,Sheffield Hallam University,"GBP 14,460",/global/Categories/Sheffield-Hallam-University/MSc-Accounting-and-Finance/p/PRG-UK-00105586,"january,september"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc International Accounting and Finance,University of Stirling,"GBP 20,845",/global/Categories/All-Accounting/Accounting/MSc-International-Accounting-and-Finance/p/PRG-UK-00080754,"feb,september"
United States,7 Month(s),7.0 IELTS,Masters Degree,accounting,Master of Science in Accounting and Taxation - Financial and Assurance Ser...,University of Hartford,"USD 23,820",/global/Categories/All-Accounting/Taxation/Master-of-Science-in-Accounting-and-Taxation-Financial-and-Assurance-Services/p/PRG-US-00354678,"january,may,august"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc International Accounting and Finance,Heriot-Watt University,"GBP 16,728",/global/Categories/All-Accounting/Accounting/MSc-International-Accounting-and-Finance/p/PRG-UK-00076849,september
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Charles Darwin University,"AUD 49,140",/global/Categories/Charles-Darwin-University/Master-of-Professional-Accounting/p/PRG-AU-00164548,march
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting in Business Analytics,La Trobe University,"AUD 78,000",/global/Categories/La-Trobe-University/Master-of-Professional-Accounting-in-Business-Analytics/p/PRG-AU-00238739,"march,july,november"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,Accounting and Finance MSc,University of Sussex,"GBP 22,500",/global/Categories/University-of-Sussex/Accounting-and-Finance-MSc/p/PRG-UK-00309281,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting with Finance,University of Portsmouth,"GBP 48,900",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-with-Finance/p/PRG-UK-00078680,october
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting,Charles Darwin University,"AUD 80,328",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting/p/PRG-AU-00302751,"march,july,november"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Accounting and Finance - BSc (Hons),Oxford Brookes University,"GBP 43,500",/global/Categories/Oxford-Brookes-University/Accounting-and-Finance-BSc-Hons/p/PRG-UK-00080024,september
United States,2 Semester(s),7.0 IELTS,Masters Degree,accounting,Master of Business Administration in Taxation,Pace University,"USD 52,416",/global/Categories/All-Accounting/Taxation/Master-of-Business-Administration-in-Taxation/p/PRG-US-00030444,"january,may,july,september"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting - (CDU Sydney),Charles Darwin University,"AUD 80,328",/global/Categories/Charles-Darwin-University/Bachelor-of-Accounting-CDU-Sydney/p/PRG-AU-00302750,"march,july,november"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Accounting and Economics BSc (Hons),Oxford Brookes University,"GBP 43,500",/global/Categories/All-Accounting/Accounting/Accounting-and-Economics-BSc-Hons/p/PRG-UK-00277403,september
United Kingdom,4 Year(s),7.0 IELTS,Bachelor Degree with Honours,accounting,BSc Hons Accountancy,University of Nottingham,"GBP 76,000",/global/Categories/University-of-Nottingham/BSc-Hons-Accountancy/p/PRG-UK-00108329,september
United Kingdom,2 Year(s),7.0 IELTS,Masters Degree (Research),accounting,MPhil Accounting,University of Birmingham,"GBP 37,620",/global/Categories/All-Accounting/Accounting/MPhil-Accounting/p/PRG-UK-00073203,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Accounting and Finance with a Year in Industry - BSc (Hons),University of Kent,"GBP 67,200",/global/Categories/All-Accounting/Accounting/Accounting-and-Finance-with-a-Year-in-Industry-BSc-Hons/p/PRG-UK-00066394,september
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business - Accounting,University of Tasmania (UTAS),"AUD 92,850",/global/Categories/University-of-Tasmania-%28UTAS%29/Bachelor-of-Business-Accounting/p/PRG-AU-00270240,"feb,may,july,september"
Australia,,,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping,Kangan Institute,"AUD 6,500",/global/Categories/Kangan-Institute/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00332146,"feb,july"
Australia,,,Certificate III,accounting,Certificate III in Accounts Administration,Canberra Institute of Technology,"AUD 6,850",/global/Categories/Canberra-Institute-of-Technology/Certificate-III-in-Accounts-Administration/p/PRG-AU-00097072,"feb,july"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,University of Leeds,"GBP 69,000",/global/Categories/University-of-Leeds/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00077891,september
Australia,4 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Business (Professional Accountancy),RMIT University,"AUD 145,920",/global/Categories/RMIT-University/Bachelor-of-Business-Professional-Accountancy/p/PRG-AU-00060643,"feb,march,june,july"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Accounting and Financial Management (MSc),"Birkbeck, University of London","GBP 18,780",/global/Categories/All-Accounting/Accounting/Accounting-and-Financial-Management-MSc/p/PRG-UK-00095765,october
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Accounting,Heriot-Watt University,"GBP 16,728",/global/Categories/Heriot-Watt-University/MSc-Accounting/p/PRG-UK-00372856,september
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,University of Leicester,"GBP 52,350",/global/Categories/University-of-Leicester/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00206548,september
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Commerce (Accounting Technologies and Accounting),Curtin University,"AUD 89,400",/global/Categories/All-Accounting/Accounting/Bachelor-of-Commerce-Accounting-Technologies-and-Accounting/p/PRG-AU-00142846,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Accounting,Monash University,"AUD 91,600",/global/Categories/Monash-University/Master-of-Accounting/p/PRG-AU-00266487,"feb,march,june,july"
